WORD,MPQA,OPENER,OL,VADER
allegations,-1.0,-1.0,-1.0,-1.0
allege,-1.0,-1.0,-1.0,-1.0
allegorize,0.0,0.0,0.0,0.0
allergic,-1.0,-1.0,-1.0,-0.3
allergies,-1.0,-1.0,-1.0,-1.0
allergy,-1.0,-1.0,-1.0,-1.0
alleviate,1.0,1.0,1.0,1.0
alliance,0.0,0.0,0.0,0.0
alliances,0.0,0.0,0.0,0.0
allow,1.0,1.0,0.7416666666666667,0.225
allowable,1.0,1.0,1.0,1.0
allure,1.0,1.0,1.0,1.0
alluring,1.0,1.0,1.0,1.0
alluringly,1.0,1.0,1.0,1.0
allusion,0.0,0.0,0.0,0.0
allusions,0.0,0.0,0.0,0.0
ally,1.0,1.0,1.0,1.0
almighty,1.0,1.0,1.0,1.0
alol,0.7,0.7,0.7,0.7
alone,-0.25,-0.25,-0.25,-0.25
aloof,-1.0,-1.0,-1.0,-1.0
alright,0.25,0.25,0.25,0.25
altercation,-1.0,-1.0,-1.0,-1.0
although,-1.0,-1.0,-1.0,-1.0
altogether,0.0,0.0,0.0,0.0
altruist,1.0,1.0,1.0,1.0
altruistic,1.0,1.0,1.0,1.0
altruistically,1.0,1.0,1.0,1.0
amaze,1.0,1.0,1.0,0.625
amazed,1.0,1.0,1.0,0.55
amazedly,0.525,0.525,0.525,0.525
amazement,1.0,1.0,1.0,0.625
amazements,0.55,0.55,0.55,0.55
amazes,0.775,0.775,1.0,0.55
amazing,1.0,1.0,1.0,0.7
amazingly,1.0,1.0,1.0,1.0
amazon,0.175,0.175,0.175,0.175
amazonite,0.05,0.05,0.05,0.05
amazons,-0.025,-0.025,-0.025,-0.025
amazonstone,0.25,0.25,0.25,0.25
amazonstones,0.05,0.05,0.05,0.05
ambiguity,-1.0,-1.0,-1.0,-1.0
ambiguous,-1.0,-1.0,-1.0,-1.0
ambitious,1.0,1.0,1.0,0.525
ambitiously,1.0,1.0,1.0,1.0
ambivalence,-1.0,-1.0,-1.0,-1.0
ambivalent,-1.0,-1.0,-1.0,0.125
ambush,-1.0,-1.0,-1.0,-1.0
ambw,0.725,0.725,0.725,0.725
ameliorate,1.0,1.0,1.0,1.0
amenable,1.0,1.0,1.0,1.0
amenity,1.0,1.0,1.0,1.0
amiability,1.0,1.0,1.0,1.0
amiabily,1.0,1.0,1.0,1.0
amiable,1.0,1.0,1.0,1.0
amicability,1.0,1.0,1.0,1.0
amicable,1.0,1.0,1.0,1.0
amicably,1.0,1.0,1.0,1.0
amiss,-1.0,-1.0,-1.0,-1.0
amity,1.0,1.0,1.0,1.0
aml,0.85,0.85,0.85,0.85
amnesty,1.0,1.0,1.0,1.0
amor,0.75,0.75,0.75,0.75
amoral,-0.4,-0.4,-0.4,-0.4
amoralism,-0.175,-0.175,-0.175,-0.175
amoralisms,-0.175,-0.175,-0.175,-0.175
amoralities,-0.3,-0.3,-0.3,-0.3
amorality,-0.375,-0.375,-0.375,-0.375
amorally,-0.25,-0.25,-0.25,-0.25
amoretti,0.05,0.05,0.05,0.05
amoretto,0.15,0.15,0.15,0.15
amorettos,0.075,0.075,0.075,0.075
amorino,0.3,0.3,0.3,0.3
amorist,0.4,0.4,0.4,0.4
amoristic,0.25,0.25,0.25,0.25
amorists,0.025,0.025,0.025,0.025
amoroso,0.575,0.575,0.575,0.575
amorous,0.45,0.45,0.45,0.45
amorously,0.575,0.575,0.575,0.575
amorousness,0.5,0.5,0.5,0.5
amorphous,-0.05,-0.05,-0.05,-0.05
amorphously,0.025,0.025,0.025,0.025
amorphousness,0.075,0.075,0.075,0.075
amort,-0.525,-0.525,-0.525,-0.525
amortise,0.125,0.125,0.125,0.125
amortised,-0.05,-0.05,-0.05,-0.05
amortises,0.025,0.025,0.025,0.025
amortizable,0.125,0.125,0.125,0.125
amortization,0.15,0.15,0.15,0.15
amortizations,0.05,0.05,0.05,0.05
amortize,-0.025,-0.025,-0.025,-0.025
amortized,0.2,0.2,0.2,0.2
amortizes,0.15,0.15,0.15,0.15
amortizing,0.2,0.2,0.2,0.2
amour,1.0,1.0,1.0,1.0
ample,1.0,1.0,1.0,1.0
amplify,0.0,0.0,0.0,0.0
amply,1.0,1.0,1.0,1.0
amputate,-1.0,-1.0,-1.0,-1.0
amusable,0.175,0.175,0.175,0.175
amuse,1.0,1.0,1.0,0.425
amused,0.45,0.45,0.45,0.45
amusedly,0.55,0.55,0.55,0.55
amusement,1.0,1.0,0.7916666666666666,0.375
amusements,0.375,0.375,0.375,0.375
amuser,0.275,0.275,0.275,0.275
amusers,0.325,0.325,0.325,0.325
amuses,0.425,0.425,0.425,0.425
amusia,0.075,0.075,0.075,0.075
amusias,-0.1,-0.1,-0.1,-0.1
amusing,1.0,1.0,1.0,0.4
amusingly,1.0,1.0,1.0,0.2
amusingness,0.45,0.45,0.45,0.45
amusive,0.425,0.425,0.425,0.425
analytical,0.0,0.0,0.0,0.0
anarchism,-1.0,-1.0,-1.0,-1.0
anarchist,-1.0,-1.0,-1.0,-1.0
anarchistic,-1.0,-1.0,-1.0,-1.0
anarchy,-1.0,-1.0,-1.0,-1.0
anemic,-1.0,-1.0,-1.0,-1.0
angel,1.0,1.0,1.0,1.0
angelic,1.0,1.0,1.0,1.0
anger,-1.0,-1.0,-1.0,-0.675
angered,-0.575,-0.575,-0.575,-0.575
angering,-0.55,-0.55,-0.55,-0.55
angerly,-0.475,-0.475,-0.475,-0.475
angers,-0.575,-0.575,-0.575,-0.575
angrier,-0.575,-0.575,-0.575,-0.575
angriest,-0.775,-0.775,-0.775,-0.775
angrily,-1.0,-1.0,-1.0,-0.45
angriness,-1.0,-1.0,-1.0,-0.425
angry,-1.0,-1.0,-1.0,-0.575
anguish,-1.0,-1.0,-1.0,-0.725
anguished,-0.45,-0.45,-0.45,-0.45
anguishes,-0.525,-0.525,-0.525,-0.525
anguishing,-0.675,-0.675,-0.675,-0.675
animated,1.0,1.0,1.0,1.0
animosity,-1.0,-1.0,-1.0,-0.475
annihilate,-1.0,-1.0,-1.0,-1.0
annihilation,-1.0,-1.0,-1.0,-1.0
annoy,-1.0,-1.0,-1.0,-0.475
annoyance,-1.0,-1.0,-1.0,-0.325
annoyances,-0.725,-0.725,-1.0,-0.45
annoyed,-1.0,-1.0,-1.0,-0.4
annoyer,-0.55,-0.55,-0.55,-0.55
annoyers,-0.375,-0.375,-0.375,-0.375
annoying,-1.0,-1.0,-1.0,-0.425
annoyingly,-1.0,-1.0,-1.0,-1.0
annoys,-0.725,-0.725,-1.0,-0.45
anomalous,-1.0,-1.0,-1.0,-1.0
anomaly,-1.0,-1.0,-1.0,-1.0
antagonism,-1.0,-1.0,-1.0,-0.475
antagonisms,-0.3,-0.3,-0.3,-0.3
antagonist,-1.0,-1.0,-1.0,-0.475
antagonistic,-1.0,-1.0,-1.0,-0.425
antagonistically,-0.55,-0.55,-0.55,-0.55
antagonists,-0.425,-0.425,-0.425,-0.425
antagonize,-1.0,-1.0,-1.0,-0.5
antagonized,-0.35,-0.35,-0.35,-0.35
antagonizes,-0.125,-0.125,-0.125,-0.125
antagonizing,-0.675,-0.675,-0.675,-0.675
anti,-0.325,-0.325,-0.325,-0.325
anti-,-1.0,-1.0,-1.0,-1.0
anti-American,-1.0,-1.0,-1.0,-1.0
anti-Israeli,-1.0,-1.0,-1.0,-1.0
anti-Semites,-1.0,-1.0,-1.0,-1.0
anti-US,-1.0,-1.0,-1.0,-1.0
anti-american,-1.0,-1.0,-1.0,-1.0
anti-israeli,-1.0,-1.0,-1.0,-1.0
anti-occupation,-1.0,-1.0,-1.0,-1.0
anti-proliferation,-1.0,-1.0,-1.0,-1.0
anti-semites,-1.0,-1.0,-1.0,-1.0
anti-social,-1.0,-1.0,-1.0,-1.0
anti-us,-1.0,-1.0,-1.0,-1.0
anti-white,-1.0,-1.0,-1.0,-1.0
anticipation,0.1,0.1,0.1,0.1
antipathy,-1.0,-1.0,-1.0,-1.0
antiquated,-1.0,-1.0,-1.0,-1.0
antithetical,-1.0,-1.0,-1.0,-1.0
anxieties,-1.0,-1.0,-1.0,-0.15
anxiety,-1.0,-1.0,-1.0,-0.175
anxious,-1.0,-1.0,-1.0,-0.25
anxiously,-1.0,-1.0,-1.0,-0.225
anxiousness,-1.0,-1.0,-1.0,-0.25
anyhow,0.0,0.0,0.0,0.0
anyway,0.0,0.0,0.0,0.0
anyways,0.0,0.0,0.0,0.0
aok,0.5,0.5,0.5,0.5
apathetic,-1.0,-1.0,-1.0,-0.3
apathetically,-1.0,-1.0,-1.0,-0.1
apathies,-0.15,-0.15,-0.15,-0.15
apathy,-1.0,-1.0,-1.0,-0.3
ape,-1.0,-1.0,-1.0,-1.0
apeshit,-0.225,-0.225,-0.225,-0.225
apocalypse,-1.0,-1.0,-1.0,-1.0
apocalyptic,-1.0,-1.0,-1.0,-0.85
apologise,0.4,0.4,0.4,0.4
apologised,0.1,0.1,0.1,0.1
apologises,0.2,0.2,0.2,0.2
apologising,0.05,0.05,0.05,0.05
apologist,-1.0,-1.0,-1.0,-1.0
apologists,-1.0,-1.0,-1.0,-1.0
apologize,0.1,0.1,0.1,0.1
apologized,0.325,0.325,0.325,0.325
apologizes,0.375,0.375,0.375,0.375
apologizing,-0.075,-0.075,-0.075,-0.075
apology,0.05,0.05,0.05,0.05
apostle,1.0,1.0,1.0,1.0
apotheosis,1.0,1.0,1.0,1.0
appal,-1.0,-1.0,-1.0,-1.0
appall,-1.0,-1.0,-1.0,-0.6
appalled,-1.0,-1.0,-1.0,-0.5
appalling,-1.0,-1.0,-1.0,-0.375
appallingly,-1.0,-1.0,-1.0,-0.5
appalls,-0.475,-0.475,-0.475,-0.475
apparent,0.0,0.0,0.0,0.0
apparently,0.0,0.0,0.0,0.0
appeal,1.0,1.0,1.0,1.0
appealing,1.0,1.0,1.0,1.0
appear,0.0,0.0,0.0,0.0
appearance,0.0,0.0,0.0,0.0
appease,1.0,1.0,0.7583333333333333,0.275
appeased,0.225,0.225,0.225,0.225
appeases,0.225,0.225,0.225,0.225
appeasing,0.25,0.25,0.25,0.25
applaud,1.0,1.0,1.0,0.5
applauded,0.375,0.375,0.375,0.375
applauding,0.525,0.525,0.525,0.525
applauds,0.35,0.35,0.35,0.35
applause,0.45,0.45,0.45,0.45
appreciable,1.0,1.0,1.0,1.0
appreciate,1.0,1.0,1.0,0.425
appreciated,0.7875,0.7875,1.0,0.575
appreciates,0.7875,0.7875,1.0,0.575
appreciating,0.475,0.475,0.475,0.475
appreciation,1.0,1.0,0.8583333333333334,0.575
appreciations,0.425,0.425,0.425,0.425
appreciative,1.0,1.0,1.0,0.65
appreciatively,1.0,1.0,1.0,0.45
appreciativeness,1.0,1.0,0.7999999999999999,0.4
appreciator,0.65,0.65,0.65,0.65
appreciators,0.375,0.375,0.375,0.375
appreciatory,0.425,0.425,0.425,0.425
apprehend,0.0,0.0,0.0,0.0
apprehensible,0.275,0.275,0.275,0.275
apprehensibly,-0.05,-0.05,-0.05,-0.05
apprehension,-1.0,-1.0,-1.0,-0.525
apprehensions,-1.0,-1.0,-1.0,-0.225
apprehensive,-1.0,-1.0,-1.0,-1.0
apprehensively,-1.0,-1.0,-1.0,-0.075
apprehensiveness,-0.175,-0.175,-0.175,-0.175
appropriate,1.0,1.0,1.0,1.0
approval,1.0,1.0,1.0,0.525
approve,1.0,1.0,1.0,1.0
approved,0.45,0.45,0.45,0.45
approves,0.425,0.425,0.425,0.425
apt,1.0,1.0,1.0,1.0
aptitude,1.0,1.0,1.0,1.0
aptly,1.0,1.0,1.0,1.0
arbitrary,-1.0,-1.0,-1.0,-1.0
arcane,-1.0,-1.0,-1.0,-1.0
archaic,-1.0,-1.0,-1.0,-1.0
ardent,1.0,1.0,1.0,0.525
ardently,1.0,1.0,1.0,1.0
ardor,1.0,1.0,1.0,1.0
arduous,-1.0,-1.0,-1.0,-1.0
arduously,-1.0,-1.0,-1.0,-1.0
arguable,-0.25,-0.25,-0.25,-0.25
arguably,-0.25,-0.25,-0.25,-0.25
argue,-1.0,-1.0,-0.7833333333333333,-0.35
argued,-0.375,-0.375,-0.375,-0.375
arguer,-0.4,-0.4,-0.4,-0.4
arguers,-0.35,-0.35,-0.35,-0.35
argues,-0.4,-0.4,-0.4,-0.4
arguing,-0.5,-0.5,-0.5,-0.5
argument,-1.0,-1.0,-0.7916666666666666,-0.375
argumentative,-1.0,-1.0,-1.0,-0.375
argumentatively,-0.45,-0.45,-0.45,-0.45
argumentive,-0.375,-0.375,-0.375,-0.375
arguments,-1.0,-1.0,-0.8083333333333332,-0.425
aristocratic,1.0,1.0,1.0,1.0
arousal,1.0,1.0,1.0,1.0
arouse,1.0,1.0,1.0,1.0
arousing,1.0,1.0,1.0,1.0
arrest,-0.35,-0.35,-0.35,-0.35
arrested,-0.525,-0.525,-0.525,-0.525
arresting,1.0,1.0,1.0,1.0
arrests,-0.475,-0.475,-0.475,-0.475
arrogance,-1.0,-1.0,-1.0,-0.6
arrogances,-0.475,-0.475,-0.475,-0.475
arrogant,-1.0,-1.0,-1.0,-0.55
arrogantly,-1.0,-1.0,-1.0,-0.45
articulate,1.0,1.0,1.0,1.0
artificial,-1.0,-1.0,-1.0,-1.0
ascendant,1.0,1.0,1.0,1.0
ascertainable,1.0,1.0,1.0,1.0
ashamed,-1.0,-1.0,-1.0,-0.525
ashamedly,-0.425,-0.425,-0.425,-0.425
asinine,-1.0,-1.0,-1.0,-1.0
asininely,-1.0,-1.0,-1.0,-1.0
asinininity,-1.0,-1.0,-1.0,-1.0
askance,-1.0,-1.0,-1.0,-1.0
asperse,-1.0,-1.0,-1.0,-1.0
aspersion,-1.0,-1.0,-1.0,-1.0
aspersions,-1.0,-1.0,-1.0,-1.0
aspiration,1.0,1.0,1.0,1.0
aspirations,1.0,1.0,1.0,1.0
aspire,1.0,1.0,1.0,1.0
ass,-0.625,-0.625,-0.625,-0.625
assail,-1.0,-1.0,-1.0,-1.0
assassin,-1.0,-1.0,-1.0,-1.0
assassinate,-1.0,-1.0,-1.0,-1.0
assassination,-0.725,-0.725,-0.725,-0.725
assassinations,-0.675,-0.675,-0.675,-0.675
assault,-1.0,-1.0,-1.0,-0.7
assaulted,-0.6,-0.6,-0.6,-0.6
assaulting,-0.575,-0.575,-0.575,-0.575
assaultive,-0.7,-0.7,-0.7,-0.7
assaults,-0.625,-0.625,-0.625,-0.625
assent,1.0,1.0,1.0,1.0
assertions,1.0,1.0,1.0,1.0
assertive,1.0,1.0,1.0,1.0
assess,0.0,0.0,0.0,0.0
assessment,0.0,0.0,0.0,0.0
assessments,0.0,0.0,0.0,0.0
asset,1.0,1.0,0.7916666666666666,0.375
assets,0.175,0.175,0.175,0.175
assfucking,-0.625,-0.625,-0.625,-0.625
assholes,-0.7,-0.7,-0.7,-0.7
assiduous,1.0,1.0,1.0,1.0
assiduously,1.0,1.0,1.0,1.0
assuage,1.0,1.0,1.0,1.0
assult,-1.0,-1.0,-1.0,-1.0
assumption,0.0,0.0,0.0,0.0
assurance,1.0,1.0,1.0,0.35
assurances,1.0,1.0,1.0,0.35
assure,1.0,1.0,1.0,0.35
assured,0.375,0.375,0.375,0.375
assuredly,1.0,1.0,1.0,0.4
assuredness,0.35,0.35,0.35,0.35
assurer,0.225,0.225,0.225,0.225
assurers,0.275,0.275,0.275,0.275
assures,0.325,0.325,0.325,0.325
assurgent,0.325,0.325,0.325,0.325
assuring,0.7,0.7,1.0,0.4
assuror,0.125,0.125,0.125,0.125
assurors,0.175,0.175,0.175,0.175
astonish,1.0,1.0,1.0,1.0
astonished,1.0,1.0,1.0,0.4
astonishing,1.0,1.0,1.0,1.0
astonishingly,1.0,1.0,1.0,1.0
astonishment,1.0,1.0,1.0,1.0
astound,1.0,1.0,1.0,0.425
astounded,1.0,1.0,1.0,0.45
astounding,1.0,1.0,1.0,0.45
astoundingly,1.0,1.0,1.0,0.525
astounds,0.525,0.525,0.525,0.525
astray,-1.0,-1.0,-1.0,-1.0
astronomic,0.0,0.0,0.0,0.0
astronomical,0.0,0.0,0.0,0.0
astronomically,0.0,0.0,0.0,0.0
astute,1.0,1.0,1.0,1.0
astutely,1.0,1.0,1.0,1.0
asunder,-1.0,-1.0,-1.0,-1.0
asylum,1.0,1.0,1.0,1.0
atab,-0.475,-0.475,-0.475,-0.475
atrocious,-1.0,-1.0,-1.0,-1.0
atrocities,-1.0,-1.0,-1.0,-1.0
atrocity,-1.0,-1.0,-1.0,-1.0
atrophy,-1.0,-1.0,-1.0,-1.0
attachment,0.3,0.3,0.3,0.3
attachments,0.275,0.275,0.275,0.275
attack,-1.0,-1.0,-1.0,-0.525
attacked,-0.5,-0.5,-0.5,-0.5
attacker,-0.675,-0.675,-0.675,-0.675
attackers,-0.675,-0.675,-0.675,-0.675
attacking,-0.5,-0.5,-0.5,-0.5
attacks,-0.7375,-0.7375,-1.0,-0.475
attain,1.0,1.0,1.0,1.0
attainable,1.0,1.0,1.0,1.0
attentive,1.0,1.0,1.0,1.0
attest,1.0,1.0,1.0,1.0
attitude,0.0,0.0,0.0,0.0
attitudes,0.0,0.0,0.0,0.0
attract,0.375,0.375,0.375,0.375
attractancy,0.225,0.225,0.225,0.225
attractant,0.325,0.325,0.325,0.325
attractants,0.35,0.35,0.35,0.35
attracted,0.45,0.45,0.45,0.45
attracting,0.525,0.525,0.525,0.525
attraction,1.0,1.0,1.0,0.5
attractions,0.45,0.45,0.45,0.45
attractive,1.0,1.0,1.0,0.475
attractively,1.0,1.0,1.0,0.55
attractiveness,0.45,0.45,0.45,0.45
attractivenesses,0.525,0.525,0.525,0.525
attractor,0.3,0.3,0.3,0.3
attractors,0.3,0.3,0.3,0.3
attracts,0.425,0.425,0.425,0.425
attune,1.0,1.0,1.0,1.0
audacious,-1.0,-1.0,-1.0,0.225
audaciously,-1.0,-1.0,-1.0,-1.0
audaciousness,-1.0,-1.0,-1.0,-1.0
audacity,-1.0,-1.0,-1.0,-1.0
audible,1.0,1.0,1.0,1.0
audibly,1.0,1.0,1.0,1.0
audiciously,-1.0,-1.0,-1.0,-1.0
aug-00,0.075,0.075,0.075,0.075
auspicious,1.0,1.0,1.0,1.0
austere,-1.0,-1.0,-1.0,-1.0
authentic,1.0,1.0,1.0,1.0
authoritarian,-1.0,-1.0,-1.0,-1.0
authoritative,1.0,1.0,1.0,1.0
authority,0.075,0.075,0.075,0.075
autocrat,-1.0,-1.0,-1.0,-1.0
autocratic,-1.0,-1.0,-1.0,-1.0
autonomous,1.0,1.0,1.0,1.0
available,1.0,1.0,1.0,1.0
avalanche,-1.0,-1.0,-1.0,-1.0
avarice,-1.0,-1.0,-1.0,-1.0
avaricious,-1.0,-1.0,-1.0,-1.0
avariciously,-1.0,-1.0,-1.0,-1.0
avenge,-1.0,-1.0,-1.0,-1.0
aver,1.0,1.0,1.0,1.0
averse,-1.0,-1.0,-1.0,-1.0
aversion,-1.0,-1.0,-1.0,-0.475
aversions,-0.275,-0.275,-0.275,-0.275
aversive,-0.4,-0.4,-0.4,-0.4
aversively,-0.2,-0.2,-0.2,-0.2
avert,-0.175,-0.175,-0.175,-0.175
averted,-0.075,-0.075,-0.075,-0.075
averts,-0.1,-0.1,-0.1,-0.1
avid,1.0,1.0,1.0,0.3
avidly,1.0,1.0,1.0,1.0
avoid,-1.0,-1.0,-0.7666666666666666,-0.3
avoidance,-1.0,-1.0,-0.8083333333333332,-0.425
avoidances,-0.275,-0.275,-0.275,-0.275
avoided,-0.35,-0.35,-0.35,-0.35
avoider,-0.45,-0.45,-0.45,-0.45
avoiders,-0.35,-0.35,-0.35,-0.35
avoiding,-0.35,-0.35,-0.35,-0.35
avoids,-0.175,-0.175,-0.175,-0.175
await,0.1,0.1,0.1,0.1
awaited,-0.025,-0.025,-0.025,-0.025
awaits,0.075,0.075,0.075,0.075
award,1.0,1.0,1.0,0.625
awardable,0.6,0.6,0.6,0.6
awarded,0.7125,0.7125,1.0,0.425
awardee,0.45,0.45,0.45,0.45
awardees,0.3,0.3,0.3,0.3
awarder,0.225,0.225,0.225,0.225
awarders,0.325,0.325,0.325,0.325
awarding,0.475,0.475,0.475,0.475
awards,0.75,0.75,1.0,0.5
aware,0.0,0.0,0.0,0.0
awareness,0.0,0.0,0.0,0.0
awe,1.0,1.0,1.0,1.0
awed,1.0,1.0,1.0,1.0
aweful,-1.0,-1.0,-1.0,-1.0
awesome,1.0,1.0,1.0,0.775
awesomely,1.0,1.0,1.0,1.0
awesomeness,1.0,1.0,1.0,1.0
awestruck,1.0,1.0,1.0,1.0
awful,-1.0,-1.0,-1.0,-0.5
awfully,-1.0,-1.0,-1.0,-1.0
awfulness,-1.0,-1.0,-1.0,-1.0
awkward,-1.0,-1.0,-1.0,-0.15
awkwardly,-0.325,-0.325,-0.325,-0.325
awkwardness,-1.0,-1.0,-1.0,-0.175
awol,-0.325,-0.325,-0.325,-0.325
awsome,1.0,1.0,1.0,1.0
ax,-1.0,-1.0,-1.0,-1.0
axe,-0.1,-0.1,-0.1,-0.1
axed,-0.325,-0.325,-0.325,-0.325
ayc,0.05,0.05,0.05,0.05
ayor,-0.3,-0.3,-0.3,-0.3
b^d,0.65,0.65,0.65,0.65
babble,-1.0,-1.0,-1.0,-1.0
baby,0.0,0.0,0.0,0.0
back,1.0,1.0,1.0,1.0
back-logged,-1.0,-1.0,-1.0,-1.0
back-wood,-1.0,-1.0,-1.0,-1.0
back-woods,-1.0,-1.0,-1.0,-1.0
backache,-1.0,-1.0,-1.0,-1.0
backaches,-1.0,-1.0,-1.0,-1.0
backaching,-1.0,-1.0,-1.0,-1.0
backbite,-1.0,-1.0,-1.0,-1.0
backbiting,-1.0,-1.0,-1.0,-1.0
backbone,1.0,1.0,1.0,1.0
backed,0.025,0.025,0.025,0.025
backing,0.025,0.025,0.025,0.025
backs,-0.05,-0.05,-0.05,-0.05
backward,-1.0,-1.0,-1.0,-1.0
backwardness,-1.0,-1.0,-1.0,-1.0
backwood,-1.0,-1.0,-1.0,-1.0
backwoods,-1.0,-1.0,-1.0,-1.0
bad,-1.0,-1.0,-1.0,-0.625
badass,0.35,0.35,0.35,0.35
badly,-1.0,-1.0,-1.0,-0.525
baffle,-1.0,-1.0,-1.0,-1.0
baffled,-1.0,-1.0,-1.0,-1.0
bafflement,-1.0,-1.0,-1.0,-1.0
baffling,-1.0,-1.0,-1.0,-1.0
bailout,-0.1,-0.1,-0.1,-0.1
bait,-1.0,-1.0,-1.0,-1.0
balanced,1.0,1.0,1.0,1.0
balk,-1.0,-1.0,-1.0,-1.0
bamboozle,-0.375,-0.375,-0.375,-0.375
bamboozled,-0.375,-0.375,-0.375,-0.375
bamboozles,-0.375,-0.375,-0.375,-0.375
ban,-0.65,-0.65,-0.65,-0.65
banal,-1.0,-1.0,-1.0,-1.0
banalize,-1.0,-1.0,-1.0,-1.0
bane,-1.0,-1.0,-1.0,-1.0
banish,-1.0,-1.0,-1.0,-0.475
banishment,-1.0,-1.0,-1.0,-1.0
bankrupt,-1.0,-1.0,-1.0,-0.65
bankster,-0.525,-0.525,-0.525,-0.525
banned,-0.5,-0.5,-0.5,-0.5
barbarian,-1.0,-1.0,-1.0,-1.0
barbaric,-1.0,-1.0,-1.0,-1.0
barbarically,-1.0,-1.0,-1.0,-1.0
barbarity,-1.0,-1.0,-1.0,-1.0
barbarous,-1.0,-1.0,-1.0,-1.0
barbarously,-1.0,-1.0,-1.0,-1.0
barely,-1.0,-1.0,-1.0,-1.0
bargain,1.0,1.0,1.0,0.2
barren,-1.0,-1.0,-1.0,-1.0
barrier,-0.125,-0.125,-0.125,-0.125
baseless,-1.0,-1.0,-1.0,-1.0
bash,-1.0,-1.0,-1.0,-1.0
bashed,-1.0,-1.0,-1.0,-1.0
bashful,-1.0,-1.0,-1.0,-0.025
bashfully,0.05,0.05,0.05,0.05
bashfulness,-0.2,-0.2,-0.2,-0.2
bashing,-1.0,-1.0,-1.0,-1.0
basic,1.0,1.0,1.0,1.0
basically,0.0,0.0,0.0,0.0
bask,1.0,1.0,1.0,1.0
bastard,-1.0,-1.0,-1.0,-0.625
bastardies,-0.45,-0.45,-0.45,-0.45
bastardise,-0.525,-0.525,-0.525,-0.525
bastardised,-0.575,-0.575,-0.575,-0.575
bastardises,-0.575,-0.575,-0.575,-0.575
bastardising,-0.65,-0.65,-0.65,-0.65
bastardization,-0.6,-0.6,-0.6,-0.6
bastardizations,-0.525,-0.525,-0.525,-0.525
bastardize,-0.6,-0.6,-0.6,-0.6
bastardized,-0.5,-0.5,-0.5,-0.5
bastardizes,-0.45,-0.45,-0.45,-0.45
bastardizing,-0.575,-0.575,-0.575,-0.575
bastardly,-0.675,-0.675,-0.675,-0.675
bastards,-0.875,-0.875,-1.0,-0.75
bastardy,-0.675,-0.675,-0.675,-0.675
batons,0.0,0.0,0.0,0.0
battered,-1.0,-1.0,-1.0,-1.0
battering,-1.0,-1.0,-1.0,-1.0
battle,-1.0,-1.0,-0.7999999999999999,-0.4
battle-lines,-1.0,-1.0,-1.0,-1.0
battled,-0.3,-0.3,-0.3,-0.3
battlefield,-1.0,-1.0,-0.7999999999999999,-0.4
battlefields,-0.225,-0.225,-0.225,-0.225
battlefront,-0.3,-0.3,-0.3,-0.3
battlefronts,-0.2,-0.2,-0.2,-0.2
battleground,-1.0,-1.0,-0.8083333333333332,-0.425
battlegrounds,-0.15,-0.15,-0.15,-0.15
battlement,-0.1,-0.1,-0.1,-0.1
battlements,-0.1,-0.1,-0.1,-0.1
battler,-0.2,-0.2,-0.2,-0.2
battlers,-0.05,-0.05,-0.05,-0.05
battles,-0.4,-0.4,-0.4,-0.4
battleship,-0.025,-0.025,-0.025,-0.025
battleships,-0.125,-0.125,-0.125,-0.125
battlewagon,-0.075,-0.075,-0.075,-0.075
battlewagons,-0.125,-0.125,-0.125,-0.125
battling,-0.275,-0.275,-0.275,-0.275
batty,-1.0,-1.0,-1.0,-1.0
beacon,1.0,1.0,1.0,1.0
bearish,-1.0,-1.0,-1.0,-1.0
beast,-1.0,-1.0,-1.0,-1.0
beastly,-1.0,-1.0,-1.0,-1.0
beaten,-0.45,-0.45,-0.45,-0.45
beatific,0.45,0.45,0.45,0.45
beatify,1.0,1.0,1.0,1.0
beating,-0.5,-0.5,-0.5,-0.5
beaut,0.4,0.4,0.4,0.4
beauteous,1.0,1.0,1.0,0.625
beauteously,0.65,0.65,0.65,0.65
beauteousness,0.675,0.675,0.675,0.675
beautician,0.3,0.3,0.3,0.3
beauticians,0.1,0.1,0.1,0.1
beauties,0.6,0.6,0.6,0.6
beautification,0.475,0.475,0.475,0.475
beautifications,0.6,0.6,0.6,0.6
beautified,0.525,0.525,0.525,0.525
beautifier,0.425,0.425,0.425,0.425
beautifiers,0.425,0.425,0.425,0.425
beautifies,0.45,0.45,0.45,0.45
beautiful,1.0,1.0,1.0,0.725
beautifuler,0.525,0.525,0.525,0.525
beautifulest,0.65,0.65,0.65,0.65
beautifullly,1.0,1.0,1.0,1.0
beautifully,1.0,1.0,1.0,0.675
beautifulness,0.65,0.65,0.65,0.65
beautify,1.0,1.0,1.0,0.575
beautifying,0.575,0.575,0.575,0.575
beauts,0.425,0.425,0.425,0.425
beauty,1.0,1.0,1.0,0.7
beckon,1.0,1.0,1.0,1.0
beckoned,1.0,1.0,1.0,1.0
beckoning,1.0,1.0,1.0,1.0
beckons,1.0,1.0,1.0,1.0
bedlam,-1.0,-1.0,-1.0,-1.0
bedlamite,-1.0,-1.0,-1.0,-1.0
befit,1.0,1.0,1.0,1.0
befitting,1.0,1.0,1.0,1.0
befoul,-1.0,-1.0,-1.0,-1.0
befriend,1.0,1.0,1.0,1.0
beg,-1.0,-1.0,-1.0,-1.0
beggar,-1.0,-1.0,-1.0,-1.0
beggarly,-1.0,-1.0,-1.0,-1.0
