WORD,OPENER,POL
plainly,1,positive
plausibility,1,positive
plausible,1,positive
player,0,neutral
player,0,neutral
playful,1,positive
playfully,1,positive
plaything,-1,negative
plaything,-1,negative
plead,0,both
pleading,0,both
pleadingly,0,both
plea,-1,negative
pleas,-1,negative
pleas,-1,negative
pleasant,1,positive
pleasantly,1,positive
please,1,positive
pleased,1,positive
pleasing,1,positive
pleasingly,1,positive
pleasurable,1,positive
pleasurably,1,positive
pleasure,1,positive
pleasure,1,positive
plebeian,-1,negative
pledge,1,positive
pledge,1,positive
pledges,1,positive
pledges,1,positive
plenary,0,neutral
plentiful,1,positive
plenty,1,positive
plight,-1,negative
plot,-1,negative
plotters,-1,negative
plotters,-1,negative
ploy,-1,negative
ploy,-1,negative
plunder,-1,negative
plunderer,-1,negative
plush,1,positive
poetic,1,positive
poeticize,1,positive
poignant,1,positive
point,0,neutral
point,0,neutral
pointless,-1,negative
pointlessly,-1,negative
poise,1,positive
poised,1,positive
poison,-1,negative
poison,-1,negative
poisonous,-1,negative
poisonously,-1,negative
polarisation,-1,negative
polarisation,-1,negative
polemize,-1,negative
polished,1,positive
polite,1,positive
politeness,1,positive
pollute,-1,negative
polluter,-1,negative
polluter,-1,negative
polluters,-1,negative
polluters,-1,negative
polution,-1,negative
pompous,-1,negative
ponder,0,neutral
poor,-1,negative
poorly,-1,negative
popular,1,positive
popular,1,positive
popularity,1,positive
popularity,1,positive
portable,1,positive
posh,1,positive
position,0,neutral
position,0,neutral
positive,1,positive
positiveness,1,positive
positively,1,positive
possibility,0,neutral
possibility,0,neutral
possible,0,neutral
possibly,0,neutral
posterity,1,positive
posture,0,neutral
posture,0,neutral
posturing,-1,negative
posturing,-1,negative
potent,1,positive
potential,1,positive
potential,1,positive
pout,-1,negative
poverty,-1,negative
power,0,neutral
power,0,neutral
powerful,1,positive
powerfully,1,positive
powerless,-1,negative
practicable,1,positive
practical,1,positive
practically,0,neutral
pragmatic,1,positive
praise,1,positive
praise,1,positive
praiseworthy,1,positive
praising,1,positive
praising,1,positive
prate,-1,negative
pratfall,-1,negative
prattle,-1,negative
pray,0,neutral
pre-eminent,1,positive
preach,1,positive
preaching,1,positive
preaching,1,positive
precarious,-1,negative
precariously,-1,negative
precaution,1,positive
precautions,1,positive
precedent,1,positive
precious,1,positive
precious,0,neutral
precious,1,positive
precipitate,-1,negative
precipitous,-1,negative
precise,1,positive
precisely,1,positive
precision,1,positive
predatory,-1,negative
predicament,-1,negative
predictable,0,neutral
predictablely,0,neutral
predominant,0,neutral
preeminent,1,positive
preemptive,1,positive
prefer,1,positive
preferable,1,positive
preferable,1,positive
preferably,1,positive
preference,1,positive
preferences,1,positive
preferences,1,positive
prejudge,-1,negative
prejudice,-1,negative
prejudice,-1,negative
prejudicial,-1,negative
premeditated,-1,negative
premier,1,positive
premium,1,positive
preoccupy,-1,negative
prepared,1,positive
preponderance,1,positive
preponderance,1,positive
preposterous,-1,negative
preposterously,-1,negative
press,1,positive
pressing,-1,negative
pressing,-1,negative
pressure,0,neutral
pressure,0,neutral
pressures,0,neutral
pressures,0,neutral
prestige,1,positive
prestigious,1,positive
presumably,0,neutral
presume,-1,negative
presumptuous,-1,negative
presumptuous,-1,negative
presumptuously,-1,negative
pretence,-1,negative
pretence,-1,negative
pretend,-1,negative
pretense,-1,negative
pretense,-1,negative
pretentious,-1,negative
pretentiously,-1,negative
prettily,1,positive
pretty,1,positive
prevalent,0,neutral
prevaricate,-1,negative
priceless,1,positive
pricey,-1,negative
prickle,-1,negative
prickles,-1,negative
prickles,-1,negative
pride,1,positive
prideful,-1,negative
primarily,0,neutral
primary,0,neutral
prime,0,neutral
primitive,-1,negative
primitive,-1,negative
principle,1,positive
principle,1,positive
principled,1,positive
prison,-1,negative
prisoner,-1,negative
privilege,1,positive
privileged,1,positive
prize,1,positive
pro,1,positive
pro-American,1,positive
pro-American,1,positive
pro-Beijing,1,positive
pro-Beijing,1,positive
pro-Cuba,1,positive
pro-Cuba,1,positive
pro-peace,1,positive
pro-peace,1,positive
proactive,1,positive
proactive,1,positive
problem,-1,negative
problematic,-1,negative
problematic,-1,negative
problems,-1,negative
problems,-1,negative
proclaim,0,neutral
procrastinate,-1,negative
procrastination,-1,negative
prodigious,1,positive
prodigiously,1,positive
prodigy,1,positive
productive,1,positive
profane,-1,negative
profane,-1,negative
profanity,-1,negative
profess,1,positive
proficient,1,positive
proficiently,1,positive
profit,1,positive
profit,1,positive
profitable,1,positive
profound,1,positive
profoundly,1,positive
profuse,1,positive
profusely,1,positive
profusion,1,positive
prognosticate,0,neutral
progress,1,positive
progress,1,positive
progressive,1,positive
prohibit,-1,negative
prohibitive,-1,negative
prohibitively,-1,negative
prolific,1,positive
prominent,1,positive
prominence,1,positive
promise,1,positive
promise,1,positive
promising,1,positive
promoter,1,positive
promoter,1,positive
prompt,1,positive
promptly,1,positive
propaganda,-1,negative
propaganda,-1,negative
propagandize,-1,negative
proper,1,positive
properly,1,positive
prophesy,0,neutral
propitious,1,positive
propitiously,1,positive
proportionate,0,neutral
proportionate,0,neutral
proportionately,0,neutral
proscription,-1,negative
proscription,-1,negative
proscriptions,-1,negative
proscriptions,-1,negative
prosecute,-1,negative
prospect,1,positive
prospect,1,positive
prospects,1,positive
prospects,1,positive
prosper,1,positive
prosperity,1,positive
prosperity,1,positive
prosperous,1,positive
protect,1,positive
protection,1,positive
protective,1,positive
protector,1,positive
protector,1,positive
protest,-1,negative
protest,-1,negative
protest,-1,negative
protests,-1,negative
protests,-1,negative
protracted,-1,negative
proud,1,positive
prove,0,neutral
providence,1,positive
provocation,-1,negative
provocation,-1,negative
provocative,-1,negative
provocative,-1,negative
provoke,-1,negative
prowess,1,positive
prudence,1,positive
prudence,1,positive
prudent,1,positive
prudently,1,positive
pry,-1,negative
pugnacious,-1,negative
pugnaciously,-1,negative
pugnacity,-1,negative
punch,-1,negative
punch,-1,negative
punctual,1,positive
pundits,1,positive
pundits,1,positive
punish,-1,negative
punishable,-1,negative
punitive,-1,negative
punitive,-1,negative
puny,-1,negative
puppet,-1,negative
puppet,-1,negative
puppets,-1,negative
puppets,-1,negative
pure,1,positive
purification,1,positive
purify,1,positive
purity,1,positive
purposeful,1,positive
puzzle,-1,negative
puzzled,-1,negative
puzzlement,-1,negative
puzzling,-1,negative
quack,-1,negative
quaint,1,positive
qualified,1,positive
qualify,1,positive
qualify,1,positive
qualms,-1,negative
qualms,-1,negative
quandary,-1,negative
quarrel,-1,negative
quarrel,-1,negative
quarrel,-1,negative
quarrellous,-1,negative
quarrellously,-1,negative
quarrels,-1,negative
quarrelsome,-1,negative
quash,-1,negative
quasi-ally,1,positive
quasi-ally,1,positive
queer,-1,negative
quench,1,positive
questionable,-1,negative
questionable,-1,negative
quibble,-1,negative
quicken,1,positive
quick,0,neutral
quiet,0,neutral
quit,-1,negative
quite,0,neutral
quitter,-1,negative
racism,-1,negative
racism,-1,negative
racist,-1,negative
racist,-1,negative
racist,-1,negative
racists,-1,negative
racists,-1,negative
rack,-1,negative
radiance,1,positive
radiant,1,positive
radical,-1,negative
radical,-1,negative
radical,-1,negative
radicalization,-1,negative
radicalization,-1,negative
radically,-1,negative
radicals,-1,negative
rage,-1,negative
rage,-1,negative
ragged,-1,negative
raging,-1,negative
rail,-1,negative
rally,1,positive
rampage,-1,negative
rampant,-1,negative
ramshackle,-1,negative
rancor,-1,negative
rank,-1,negative
rankle,-1,negative
rant,-1,negative
rant,-1,negative
ranting,-1,negative
rantingly,-1,negative
rapid,0,neutral
rapprochement,1,positive
rapprochement,1,positive
rapport,1,positive
rapt,1,positive
rapture,1,positive
rapture,1,positive
raptureous,1,positive
raptureously,1,positive
rapturous,1,positive
rapturously,1,positive
rare,0,neutral
rarely,0,neutral
rascal,-1,negative
rash,-1,negative
rat,-1,negative
rather,0,neutral
rather,0,neutral
rational,1,positive
rationality,1,positive
rationality,1,positive
rationalize,-1,negative
rattle,-1,negative
ravage,-1,negative
rave,1,positive
raving,-1,negative
re-conquest,1,positive
re-conquest,1,positive
react,0,neutral
reaction,0,neutral
reaction,0,neutral
reactionary,-1,negative
reactions,0,neutral
reactions,0,neutral
readiness,0,neutral
readiness,0,neutral
readily,1,positive
ready,1,positive
reaffirm,1,positive
reaffirmation,1,positive
reaffirmation,1,positive
real,1,positive
realist,1,positive
realistic,1,positive
realistically,1,positive
realization,0,neutral
realization,0,neutral
really,0,neutral
reason,1,positive
reasonable,1,positive
reasonably,1,positive
reasoned,1,positive
reassurance,1,positive
reassurance,1,positive
reassure,1,positive
rebellious,-1,negative
rebuff,-1,negative
rebuke,-1,negative
recalcitrant,-1,negative
recant,-1,negative
receptive,1,positive
recession,-1,negative
recessionary,-1,negative
reckless,-1,negative
recklessly,-1,negative
recklessness,-1,negative
reclaim,1,positive
recognition,1,positive
recognition,1,positive
recognizable,0,neutral
recognizable,0,neutral
recoil,-1,negative
recommend,1,positive
recommendation,1,positive
recommendations,1,positive
recommendations,1,positive
recommended,1,positive
recompense,1,positive
recompense,1,positive
reconcile,1,positive
reconciliation,1,positive
reconciliation,1,positive
record-setting,1,positive
recourses,-1,negative
recourses,-1,negative
recover,1,positive
rectification,1,positive
rectification,1,positive
rectify,1,positive
rectifying,1,positive
rectifying,1,positive
redeem,1,positive
redeeming,1,positive
redemption,1,positive
redundancy,-1,negative
redundant,-1,negative
reestablish,1,positive
refine,1,positive
refined,1,positive
refinement,1,positive
reflecting,0,neutral
reflecting,0,neutral
reflective,0,neutral
reform,1,positive
reform,1,positive
refresh,1,positive
refreshing,1,positive
refuge,1,positive
refusal,-1,negative
refusal,-1,negative
refuse,-1,negative
refutation,-1,negative
refutation,-1,negative
refute,-1,negative
regal,1,positive
regally,1,positive
regard,1,positive
regard,0,neutral
regardless,0,neutral
regardlessly,0,neutral
regress,-1,negative
regression,-1,negative
regressive,-1,negative
regret,-1,negative
regret,-1,negative
regret,-1,negative
regretful,-1,negative
regretfully,-1,negative
regrettable,-1,negative
regrettably,-1,negative
rehabilitate,1,positive
rehabilitation,1,positive
reinforce,1,positive
reinforcement,1,positive
reiterate,0,neutral
reiterated,0,neutral
reiterated,0,neutral
reiterates,0,neutral
reiterates,0,neutral
reject,-1,negative
rejection,-1,negative
rejection,-1,negative
rejoice,1,positive
rejoicing,1,positive
rejoicingly,1,positive
relapse,-1,negative
relations,0,neutral
relations,0,neutral
relax,1,positive
relaxed,1,positive
relent,1,positive
relentless,-1,negative
relentlessly,-1,negative
relentlessness,-1,negative
relevant,1,positive
relevance,1,positive
reliable,1,positive
reliability,1,positive
reliably,1,positive
relief,1,positive
relief,1,positive
relieve,1,positive
relish,1,positive
reluctance,-1,negative
reluctance,-1,negative
reluctant,-1,negative
reluctantly,-1,negative
remark,0,neutral
remark,0,neutral
remarkable,1,positive
remarkable,1,positive
remarkably,1,positive
remedy,1,positive
reminiscent,1,positive
reminiscent,1,positive
remorse,-1,negative
remorse,-1,negative
remorseful,-1,negative
remorseful,-1,negative
remorsefully,-1,negative
remorseless,-1,negative
remorselessly,-1,negative
remorselessness,-1,negative
remunerate,1,positive
renaissance,1,positive
renewable,0,neutral
renewal,1,positive
renovate,1,positive
renovation,1,positive
renounce,-1,negative
renown,1,positive
renowned,1,positive
renunciation,-1,negative
repair,1,positive
repair,1,positive
reparation,1,positive
repay,1,positive
repel,-1,negative
repent,1,positive
repentance,1,positive
repetitive,-1,negative
replete,0,neutral
reprehensible,-1,negative
reprehensible,-1,negative
reprehensibly,-1,negative
reprehension,-1,negative
reprehensive,-1,negative
repress,-1,negative
repression,-1,negative
repression,-1,negative
repressive,-1,negative
reprimand,-1,negative
reproach,-1,negative
reproach,-1,negative
reproach,-1,negative
reproachful,-1,negative
reprove,-1,negative
reprovingly,-1,negative
repudiate,-1,negative
repudiation,-1,negative
repudiation,-1,negative
repugn,-1,negative
repugnance,-1,negative
repugnant,-1,negative
repugnantly,-1,negative
repulse,-1,negative
repulsed,-1,negative
repulsing,-1,negative
repulsive,-1,negative
repulsively,-1,negative
repulsiveness,-1,negative
reputable,1,positive
reputed,0,neutral
rescue,1,positive
rescue,1,positive
resent,-1,negative
resentful,-1,negative
resentment,-1,negative
resentment,-1,negative
reservations,-1,negative
reservations,-1,negative
resignation,-1,negative
resigned,-1,negative
resilient,1,positive
resistance,-1,negative
resistance,-1,negative
resistant,-1,negative
resistant,-1,negative
resolute,1,positive
resolve,1,positive
resolve,1,positive
resolve,1,positive
resolved,1,positive
resound,1,positive
resounding,1,positive
resourceful,1,positive
resourcefulness,1,positive
respect,1,positive
respect,1,positive
respect,1,positive
respectable,1,positive
respectful,1,positive
respectfully,1,positive
respite,1,positive
resplendent,1,positive
responsibility,1,positive
responsible,1,positive
responsibly,1,positive
responsive,1,positive
restful,1,positive
restless,-1,negative
restlessness,-1,negative
restoration,1,positive
restore,1,positive
restraint,1,positive
restraint,1,positive
restrict,-1,negative
restricted,-1,negative
restriction,-1,negative
restrictive,-1,negative
resurgent,1,positive
retaliate,-1,negative
retaliatory,-1,negative
retard,-1,negative
reticent,-1,negative
retire,-1,negative
retract,-1,negative
retreat,-1,negative
retreat,-1,negative
reunite,1,positive
reveal,0,neutral
revealing,0,neutral
revel,1,positive
revel,1,positive
revel,1,positive
revelation,1,positive
revelation,1,positive
revelatory,0,neutral
revenge,-1,negative
revenge,-1,negative
revengeful,-1,negative
revengefully,-1,negative
revere,1,positive
reverence,1,positive
reverent,1,positive
reverently,1,positive
revert,-1,negative
revival,1,positive
revive,1,positive
revile,-1,negative
reviled,-1,negative
revitalize,1,positive
revoke,-1,negative
revolt,-1,negative
revolting,-1,negative
revoltingly,-1,negative
revolution,1,positive
revolution,1,positive
revulsion,-1,negative
revulsive,-1,negative
reward,1,positive
rewarding,1,positive
rewardingly,1,positive
rhapsodize,-1,negative
rhetoric,-1,negative
rhetoric,-1,negative
rhetorical,-1,negative
rhetorical,-1,negative
rich,1,positive
riches,1,positive
richly,1,positive
richness,1,positive
rid,-1,negative
ridicule,-1,negative
ridicule,-1,negative
ridiculous,-1,negative
ridiculously,-1,negative
rife,-1,negative
rift,-1,negative
rift,-1,negative
rifts,-1,negative
rifts,-1,negative
right,1,positive
right,1,positive
right,1,positive
righten,1,positive
righteous,1,positive
righteously,1,positive
righteousness,1,positive
rightful,1,positive
rightfully,1,positive
rightly,1,positive
rightness,1,positive
rightness,1,positive
rights,1,positive
rights,1,positive
rigid,-1,negative
rigor,-1,negative
rigorous,-1,negative
rile,-1,negative
riled,-1,negative
ripe,1,positive
risk,-1,negative
risk,-1,negative
risk-free,1,positive
risky,-1,negative
rival,-1,negative
rival,-1,negative
rivalry,-1,negative
roadblocks,-1,negative
roadblocks,-1,negative
robust,1,positive
rocky,-1,negative
rogue,-1,negative
rogue,-1,negative
rollercoaster,-1,negative
rollercoaster,-1,negative
romantic,1,positive
romantically,1,positive
romanticize,1,positive
rosy,1,positive
rot,-1,negative
rot,-1,negative
rotten,-1,negative
rough,-1,negative
rousing,1,positive
rubbish,-1,negative
rude,-1,negative
rue,-1,negative
rue,-1,negative
ruffian,-1,negative
ruffle,-1,negative
ruin,-1,negative
ruin,-1,negative
ruin,-1,negative
ruinous,-1,negative
rumbling,-1,negative
rumbling,-1,negative
rumor,-1,negative
rumor,-1,negative
rumors,-1,negative
rumors,-1,negative
rumours,-1,negative
rumours,-1,negative
rumple,-1,negative
run-down,-1,negative
runaway,-1,negative
rupture,-1,negative
rupture,-1,negative
rusty,-1,negative
ruthless,-1,negative
ruthlessly,-1,negative
ruthlessness,-1,negative
sabotage,-1,negative
sacred,1,positive
sacrifice,-1,negative
sacrifice,-1,negative
sad,-1,negative
sad,-1,negative
sadden,-1,negative
sadly,-1,negative
sadness,-1,negative
safe,1,positive
safeguard,1,positive
sag,-1,negative
sagacity,1,positive
sage,1,positive
sagely,1,positive
saint,1,positive
saintliness,1,positive
saintly,1,positive
salable,1,positive
salacious,-1,negative
salivate,1,positive
salutary,1,positive
salute,1,positive
salvation,1,positive
sanctimonious,-1,negative
sanctimonious,-1,negative
sanctify,1,positive
sanction,1,positive
sanctity,1,positive
sanctuary,1,positive
sanctuary,1,positive
sanguine,1,positive
sane,1,positive
sanity,1,positive
sanity,1,positive
sap,-1,negative
sarcasm,-1,negative
sarcastic,-1,negative
sarcastically,-1,negative
sardonic,-1,negative
sardonically,-1,negative
sass,-1,negative
sass,-1,negative
satirical,-1,negative
satirize,-1,negative
satisfaction,1,positive
satisfaction,1,positive
satisfactorily,1,positive
satisfactory,1,positive
satisfy,1,positive
satisfying,1,positive
savage,-1,negative
savage,-1,negative
savage,-1,negative
savaged,-1,negative
savagely,-1,negative
savagery,-1,negative
savages,-1,negative
savor,1,positive
savvy,1,positive
scandal,-1,negative
scandal,-1,negative
scandalize,-1,negative
scandalized,-1,negative
scandalous,-1,negative
scandalously,-1,negative
scandals,-1,negative
scant,-1,negative
scapegoat,-1,negative
scar,-1,negative
scar,-1,negative
scarred,-1,negative
scarce,-1,negative
scarcely,-1,negative
scarcity,-1,negative
scare,-1,negative
scared,-1,negative
scarier,-1,negative
scariest,-1,negative
scarily,-1,negative
scars,-1,negative
scars,-1,negative
scary,-1,negative
scary,-1,negative
scathing,-1,negative
scathingly,-1,negative
scenic,1,positive
scheme,-1,negative
scheme,-1,negative
scheming,-1,negative
scholarly,0,neutral
scoff,-1,negative
scoffingly,-1,negative
scold,-1,negative
scolding,-1,negative
scoldingly,-1,negative
scorching,-1,negative
scorchingly,-1,negative
scorn,-1,negative
scornful,-1,negative
scornfully,-1,negative
scoundrel,-1,negative
scourge,-1,negative
scowl,-1,negative
scowl,-1,negative
scream,-1,negative
screaming,0,neutral
screamingly,0,neutral
screech,-1,negative
screech,-1,negative
screw,-1,negative
scruples,1,positive
scrupulous,1,positive
scrupulously,1,positive
scrutinize,0,neutral
scrutiny,0,neutral
scrutiny,0,neutral
scum,-1,negative
scummy,-1,negative
seamless,1,positive
seasoned,1,positive
second-class,-1,negative
second-tier,-1,negative
secretive,-1,negative
secretive,-1,negative
secure,1,positive
securely,1,positive
security,1,positive
security,1,positive
sedentary,-1,negative
seductive,1,positive
seedy,-1,negative
seem,0,neutral
seemingly,0,neutral
seethe,-1,negative
seething,-1,negative
selective,1,positive
self-coup,-1,negative
self-coup,-1,negative
self-criticism,-1,negative
self-criticism,-1,negative
self-defeating,-1,negative
self-destructive,-1,negative
self-determination,1,positive
self-determination,1,positive
self-examination,0,neutral
self-examination,0,neutral
self-humiliation,-1,negative
self-humiliation,-1,negative
self-interest,-1,negative
self-interest,-1,negative
self-interested,-1,negative
self-respect,1,positive
self-satisfaction,1,positive
self-satisfaction,1,positive
self-serving,-1,negative
self-serving,-1,negative
self-sufficiency,1,positive
self-sufficiency,1,positive
self-sufficient,1,positive
selfinterested,-1,negative
selfish,-1,negative
selfishly,-1,negative
selfishness,-1,negative
semblance,1,positive
senile,-1,negative
sensation,1,positive
sensation,1,positive
sensational,1,positive
sensationalize,-1,negative
sensationally,1,positive
sensations,1,positive
sensations,1,positive
sense,1,positive
sense,1,positive
sense,1,positive
senseless,-1,negative
senselessly,-1,negative
sensible,1,positive
sensibly,1,positive
sensitive,1,positive
sensitive,1,positive
sensitively,1,positive
sensitivity,1,positive
sensitivity,1,positive
sentiment,1,positive
sentiment,1,positive
sentimentality,1,positive
sentimentally,1,positive
sentiments,1,positive
serene,1,positive
serenity,1,positive
serious,-1,negative
seriously,-1,negative
seriousness,-1,negative
sermonize,-1,negative
servitude,-1,negative
settle,1,positive
set-up,-1,negative
set-up,-1,negative
sever,-1,negative
severe,-1,negative
severe,-1,negative
severely,-1,negative
severity,-1,negative
sexy,1,positive
shabby,-1,negative
shadow,-1,negative
shadowy,-1,negative
shady,-1,negative
shake,-1,negative
shaky,-1,negative
shallow,-1,negative
sham,-1,negative
shambles,-1,negative
shame,-1,negative
shame,-1,negative
shameful,-1,negative
shameful,-1,negative
shamefully,-1,negative
shamefully,-1,negative
shamefulness,-1,negative
shameless,-1,negative
shamelessly,-1,negative
shamelessness,-1,negative
shark,-1,negative
sharp,-1,negative
sharply,-1,negative
shatter,-1,negative
sheer,-1,negative
shelter,1,positive
shelter,1,positive
shield,1,positive
shimmer,1,positive
shimmering,1,positive
shimmeringly,1,positive
shine,1,positive
shiny,1,positive
shiny,1,positive
shirk,-1,negative
shirker,-1,negative
shipwreck,-1,negative
shiver,-1,negative
shock,-1,negative
shock,-1,negative
shock,-1,negative
shocking,-1,negative
shockingly,-1,negative
shoddy,-1,negative
short-lived,-1,negative
shortage,-1,negative
shortchange,-1,negative
shortcoming,-1,negative
shortcomings,-1,negative
shortsighted,-1,negative
shortsightedness,-1,negative
should,0,neutral
show,0,neutral
showdown,-1,negative
showdown,-1,negative
shred,-1,negative
shred,-1,negative
shrew,-1,negative
shrewd,1,positive
shrewdly,1,positive
shrewdness,1,positive
shriek,-1,negative
shrill,-1,negative
shrill,-1,negative
shrilly,-1,negative
shrivel,-1,negative
shroud,-1,negative
shrouded,-1,negative
shrug,-1,negative
shrug,-1,negative
shun,-1,negative
shunned,-1,negative
shy,-1,negative
shyly,-1,negative
shyness,-1,negative
sick,-1,negative
sicken,-1,negative
sickly,-1,negative
sickening,-1,negative
sickening,-1,negative
sickeningly,-1,negative
sickness,-1,negative
sidetrack,-1,negative
sidetracked,-1,negative
siege,-1,negative
signals,0,neutral
signals,0,neutral
significant,1,positive
significance,1,positive
signify,1,positive
sillily,-1,negative
silly,-1,negative
simmer,-1,negative
simple,1,positive
simplicity,1,positive
simplified,1,positive
simplify,1,positive
simplistic,-1,negative
simplistic,-1,negative
simplistically,-1,negative
simply,0,neutral
sin,-1,negative
sin,-1,negative
sinful,-1,negative
sinfully,-1,negative
sincere,1,positive
sincerely,1,positive
sincerity,1,positive
sincerity,1,positive
sinister,-1,negative
sinisterly,-1,negative
sinking,-1,negative
sinking,-1,negative
skeletons,-1,negative
skeletons,-1,negative
skeptical,-1,negative
skeptical,-1,negative
skeptically,-1,negative
skepticism,-1,negative
skepticism,-1,negative
sketchy,-1,negative
skill,1,positive
skilled,1,positive
skillful,1,positive
skillful,1,positive
skillfully,1,positive
skimpy,-1,negative
skittish,-1,negative
skittish,-1,negative
skittishly,-1,negative
skulk,-1,negative
slack,-1,negative
slander,-1,negative
slander,-1,negative
slanderer,-1,negative
slanderous,-1,negative
slanderously,-1,negative
slanders,-1,negative
slanders,-1,negative
slap,-1,negative
slashing,-1,negative
slashing,-1,negative
slaughter,-1,negative
slaughter,-1,negative
slaughter,-1,negative
slaughtered,-1,negative
slaves,-1,negative
slaves,-1,negative
sleazy,-1,negative
sleek,1,positive
sleepy,0,neutral
slender,1,positive
slight,-1,negative
slight,-1,negative
slight,-1,negative
slightly,-1,negative
slim,1,positive
slim,1,positive
slime,-1,negative
sloppy,-1,negative
sloppily,-1,negative
sloth,-1,negative
slothful,-1,negative
slow,-1,negative
slowly,-1,negative
slow-moving,-1,negative
slug,-1,negative
sluggish,-1,negative
slump,-1,negative
slump,-1,negative
slur,-1,negative
sly,-1,negative
smack,-1,negative
smack,-1,negative
smart,1,positive
smart,1,positive
smarter,1,positive
smartest,1,positive
smartly,1,positive
smash,-1,negative
smash,-1,negative
smear,-1,negative
smelling,-1,negative
smile,1,positive
smile,1,positive
smiling,1,positive
smilingly,1,positive
smitten,1,positive
smokescreen,-1,negative
smokescreen,-1,negative
smolder,-1,negative
smoldering,-1,negative
smooth,1,positive
smother,-1,negative
smoulder,-1,negative
smouldering,-1,negative
smug,-1,negative
smugly,-1,negative
smut,-1,negative
smuttier,-1,negative
smuttiest,-1,negative
smutty,-1,negative
snare,-1,negative
snarl,-1,negative
snarl,-1,negative
snatch,-1,negative
sneak,-1,negative
sneak,-1,negative
sneakily,-1,negative
sneaky,-1,negative
sneer,-1,negative
sneer,-1,negative
sneering,-1,negative
sneeringly,-1,negative
snub,-1,negative
so,0,neutral
so-cal,-1,negative
so-called,-1,negative
sob,-1,negative
sober,-1,negative
sober,-1,negative
sobering,-1,negative
sociable,1,positive
soft-spoken,1,positive
soften,1,positive
soften,1,positive
soften,1,positive
solace,1,positive
solemn,-1,negative
solemn,-1,negative
solicitous,1,positive
solicitously,1,positive
solicitude,1,positive
solid,1,positive
solid,1,positive
solidarity,1,positive
solidarity,1,positive
soliloquize,0,neutral
somber,-1,negative
soothe,1,positive
soothingly,1,positive
sophisticated,1,positive
sore,-1,negative
sore,-1,negative
sorely,-1,negative
soreness,-1,negative
sorrow,-1,negative
sorrow,-1,negative
sorrowful,-1,negative
sorrowfully,-1,negative
sorry,-1,negative
sound,1,positive
sounding,-1,negative
soundness,1,positive
sour,-1,negative
sourly,-1,negative
sovereignty,0,neutral
sovereignty,0,neutral
spacious,1,positive
spade,-1,negative
spade,-1,negative
spank,-1,negative
spare,1,positive
sparing,1,positive
sparingly,1,positive
sparkle,1,positive
sparkling,1,positive
specific,0,neutral
specifically,0,neutral
special,1,positive
spectacular,1,positive
spectacularly,1,positive
speculate,0,neutral
speculation,0,neutral
speculation,0,neutral
speedy,1,positive
spellbind,1,positive
spellbinding,1,positive
spellbindingly,1,positive
spellbound,1,positive
spilling,-1,negative
spilling,-1,negative
spinster,-1,negative
spirit,1,positive
spirit,1,positive
spirited,1,positive
spiritless,-1,negative
spiritual,1,positive
spiritual,1,positive
spite,-1,negative
spiteful,-1,negative
spitefully,-1,negative
spitefulness,-1,negative
splayed-finger,0,neutral
splayed-finger,0,neutral
splendid,1,positive
splendidly,1,positive
splendor,1,positive
split,-1,negative
split,-1,negative
splitting,-1,negative
spoil,-1,negative
spook,-1,negative
spookier,-1,negative
spookiest,-1,negative
spookily,-1,negative
spooky,-1,negative
spooky,-1,negative
spoon-fed,-1,negative
spoon-feed,-1,negative
spoonfed,-1,negative
sporadic,-1,negative
spot,-1,negative
spotless,1,positive
spotty,-1,negative
sprightly,1,positive
spur,1,positive
spurious,-1,negative
spurn,-1,negative
sputter,-1,negative
squabble,-1,negative
squabbling,-1,negative
squander,-1,negative
squarely,1,positive
squash,-1,negative
squirm,-1,negative
stab,-1,negative
stability,1,positive
stability,1,positive
stabilize,1,positive
stable,1,positive
stable,1,positive
stagger,-1,negative
staggering,-1,negative
staggeringly,-1,negative
stagnant,-1,negative
stagnate,-1,negative
stagnation,-1,negative
staid,-1,negative
stain,-1,negative
stainless,1,positive
stake,-1,negative
stake,-1,negative
stale,-1,negative
stalemate,-1,negative
stammer,-1,negative
stampede,-1,negative
stampede,-1,negative
stance,0,neutral
stance,0,neutral
stances,0,neutral
stances,0,neutral
stand,1,positive
stands,0,neutral
stands,0,neutral
standstill,-1,negative
star,1,positive
star,1,positive
stark,-1,negative
starkly,-1,negative
stars,1,positive
stars,1,positive
startle,-1,negative
startling,-1,negative
startlingly,-1,negative
starvation,-1,negative
starve,-1,negative
stately,1,positive
statements,0,neutral
statements,0,neutral
static,-1,negative
statuesque,1,positive
staunch,1,positive
staunchly,1,positive
staunchness,1,positive
steadfast,1,positive
steadfastly,1,positive
steadfastness,1,positive
steadiness,1,positive
steady,1,positive
steal,-1,negative
stealing,-1,negative
steep,-1,negative
steeply,-1,negative
stellar,1,positive
stellarly,1,positive
stench,-1,negative
stereotype,-1,negative
stereotypical,-1,negative
stereotypically,-1,negative
stern,-1,negative
stern,-1,negative
stew,-1,negative
sticky,-1,negative
stiff,-1,negative
stifle,-1,negative
stifling,-1,negative
stiflingly,-1,negative
stigma,-1,negative
stigma,-1,negative
stigmatize,-1,negative
still,0,neutral
stimulate,1,positive
stimulating,1,positive
stimulative,1,positive
sting,-1,negative
sting,-1,negative
sting,-1,negative
stinging,-1,negative
stingingly,-1,negative
stink,-1,negative
stink,-1,negative
stinking,-1,negative
stir,0,neutral
stir,0,neutral
stir,0,neutral
